status,monographNumber,englishName,latinName,substance,certificateHolder,cepNumber,cepType,cepStatus,cepIssueDate,cepEndDate,closureDateLastProcedure
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil,HEC PHARM CO.; LTD. Yidu City CN,CEP 2016-032 - Rev 02,Chemical,Valid,20/01/2025,,20/01/2025
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,CEP 2014-196 - Rev 02,Chemical,Valid,04/02/2025,,04/02/2025
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil,ZHEJIANG TIANYU PHARMACEUTICAL CO.; LTD. Taizhou City CN,CEP 2013-268 - Rev 03,Chemical,Valid,06/03/2025,,06/03/2025
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil; Micronised and non-micronised,MSN LABORATORIES PRIVATE LIMITED Rudraram Village IN,CEP 2012-070 - Rev 02,Chemical,Valid,06/03/2025,,06/03/2025
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil; Process 2,TAPI NL B.V. Amsterdam NL,CEP 2020-325 - Rev 02,Chemical,Valid,12/03/2025,,12/03/2025
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil,TAPI NL B.V. Amsterdam NL,CEP 2012-170 - Rev 02,Chemical,Valid,14/03/2025,,14/03/2025
In use,2600,Olmesartan medoxomil,Olmesartanum medoxomilum,Olmesartan medoxomil; OQ process; crystalline form,HETERO LABS LIMITED Hyderabad IN,CEP 2024-040 - Rev 00,Chemical,Valid,19/03/2025,,19/03/2025
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,ZHEJIANG HUAYI PHARMACEUTICAL CO.; LTD. Yiwu CN,R0-CEP 2013-096 - Rev 00,Chemical,Expired,19/11/2014,19/11/2019,19/11/2014
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,BIOCON LIMITED Bangalore IN,R1-CEP 2012-340 - Rev 00,Chemical,Valid,31/10/2018,,16/09/2019
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R1-CEP 2013-005 - Rev 00,Chemical,Valid,20/02/2019,,05/05/2022
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride; Process II,HETERO LABS LIMITED Hyderabad IN,R0-CEP 2017-013 - Rev 01,Chemical,Withdrawn by Holder,05/04/2019,30/07/2019,05/04/2019
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,HETERO LABS LIMITED Hyderabad IN,R1-CEP 2012-363 - Rev 00,Chemical,Withdrawn by Holder,17/07/2019,30/07/2019,18/07/2019
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride; Process II,ZHEJIANG HUAHAI PHARMACEUTICAL CO.; LTD. Linhai CN,R1-CEP 2013-143 - Rev 01,Chemical,Valid,06/03/2020,,06/03/2020
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride; Process I,BIOCON LIMITED Bengaluru IN,R1-CEP 2014-351 - Rev 00,Chemical,Valid,23/09/2021,,23/09/2021
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2019-342 - Rev 01,Chemical,Valid,12/01/2024,,12/01/2024
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,CEP 2013-077 - Rev 01,Chemical,Valid,05/03/2024,,05/03/2024
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2012-315 - Rev 01,Chemical,Valid,11/07/2024,,11/07/2024
In use,2601,Pioglitazone hydrochloride,Pioglitazoni hydrochloridum,Pioglitazone hydrochloride; PI-process,HETERO LABS LIMITED Hyderabad IN,CEP 2023-004 - Rev 00,Chemical,Valid,30/08/2024,,30/08/2024
In Use,2602,Polyoxypropylene stearyl ether,Polyoxypropyleni aether stearylicus,,,,,,,,
In Use,2603,Pullulan,Pullulanum,,,,,,,,
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride,URQUIMA S.A. Palau-solità i Plegamans ES,R1-CEP 2016-117 - Rev 00,Chemical,Valid,10/06/2022,,10/06/2022
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,R0-CEP 2022-227 - Rev 00,Chemical,Valid,09/08/2023,,09/08/2023
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride,SYNTHIMED LABS PRIVATE LIMITED Derabassi IN,CEP 2016-274 - Rev 02,Chemical,Valid,01/08/2024,,01/08/2024
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride; Micronised and non-micronised,ZHEJIANG HUAHAI PHARMACEUTICAL CO.; LTD. Linhai CN,CEP 2017-026 - Rev 01,Chemical,Valid,13/09/2024,,16/09/2024
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,CEP 2021-240 - Rev 00,Chemical,Valid,31/10/2024,,31/10/2024
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride; Form-I,NEULAND LABORATORIES LIMITED Hyderabad IN,CEP 2017-219 - Rev 03,Chemical,Valid,19/11/2024,,19/11/2024
In Use,2604,Ropinirole hydrochloride,Ropiniroli hydrochloridum,Ropinirole hydrochloride,ALIVUS LIFE SCIENCES LIMITED Mumbai IN,CEP 2017-242 - Rev 02,Chemical,Valid,18/03/2025,,18/03/2025
Other,2605,Rosiglitazone maleate,Rosiglitazoni maleas,,,,,,,,
In use,2606,Tadalafil,Tadalafilum,Tadalafil,GLENMARK PHARMACEUTICALS LIMITED Mumbai IN,R0-CEP 2012-103 - Rev 01,Chemical,Withdrawn by Holder,29/06/2015,16/08/2018,29/06/2015
In use,2606,Tadalafil,Tadalafilum,Tadalafil,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R1-CEP 2011-366 - Rev 00,Chemical,Valid,28/11/2018,,01/03/2022
In use,2606,Tadalafil,Tadalafilum,Tadalafil,PHALANX LABS PRIVATE LIMITED Hyderabad IN,R0-CEP 2015-049 - Rev 01,Chemical,Withdrawn by Holder,07/05/2019,17/03/2021,07/05/2019
In use,2606,Tadalafil,Tadalafilum,Tadalafil; Synthetic route code TP,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R1-CEP 2013-147 - Rev 00,Chemical,Valid,18/06/2019,,08/02/2021
In use,2606,Tadalafil,Tadalafilum,Tadalafil,Interquim; S.A. Sant Cugat Del Vallès ES,R1-CEP 2015-101 - Rev 00,Chemical,Valid,30/04/2021,,26/07/2022
In use,2606,Tadalafil,Tadalafilum,Tadalafil,Unichem Laboratories Limited Mumbai IN,R1-CEP 2015-132 - Rev 00,Chemical,Valid,07/07/2021,,07/07/2021
In use,2606,Tadalafil,Tadalafilum,Tadalafil,SHANDONG ANXIN PHARMACEUTICAL CO.; LTD. Dongjia Town CN,R1-CEP 2016-001 - Rev 00,Chemical,Valid,02/02/2022,,09/11/2023
In use,2606,Tadalafil,Tadalafilum,Tadalafil,ZHEJIANG HUAHAI PHARMACEUTICAL CO.; LTD. Linhai CN,R1-CEP 2013-189 - Rev 02,Chemical,Valid,21/02/2022,,24/03/2025
In use,2606,Tadalafil,Tadalafilum,Tadalafil; D150 process,GLENMARK LIFE SCIENCES LIMITED Mumbai IN,R1-CEP 2016-040 - Rev 00,Chemical,Valid,29/06/2022,,29/06/2022
In use,2606,Tadalafil,Tadalafilum,Tadalafil,HONOUR LAB LIMITED Hyderabad IN,R1-CEP 2016-083 - Rev 00,Chemical,Valid,25/07/2022,,25/07/2022
In use,2606,Tadalafil,Tadalafilum,Tadalafil,JUBILANT PHARMOVA LIMITED Nanjangud IN,R1-CEP 2013-276 - Rev 01,Chemical,Valid,12/08/2022,,12/08/2022
In use,2606,Tadalafil,Tadalafilum,Tadalafil,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,R1-CEP 2016-190 - Rev 00,Chemical,Valid,03/02/2023,,17/05/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil,SHANDONG HAIYOU FREDA PHARMACEUTICAL CO. LTD. Linyi CN,R0-CEP 2021-487 - Rev 00,Chemical,Valid,05/05/2023,,05/05/2023
In use,2606,Tadalafil,Tadalafilum,Tadalafil,RAKSHIT PHARMACEUTICALS LIMITED Anakapalli IN,R1-CEP 2016-317 - Rev 00,Chemical,Valid,17/08/2023,,17/08/2023
In use,2606,Tadalafil,Tadalafilum,Tadalafil,ASSURGEN PHARMA PVT LTD Lalamkoduru Village IN,R0-CEP 2021-498 - Rev 00,Chemical,Valid,30/08/2023,,30/08/2023
In use,2606,Tadalafil,Tadalafilum,Tadalafil,ZAKŁADY FARMACEUTYCZNE POLPHARMA S.A. Starogard Gdański PL,CEP 2012-150 - Rev 02,Chemical,Valid,24/10/2023,,25/10/2023
In use,2606,Tadalafil,Tadalafilum,Tadalafil,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2012-232 - Rev 01,Chemical,Valid,16/11/2023,,16/11/2023
In use,2606,Tadalafil,Tadalafilum,Tadalafil,AMOLI ORGANICS PRIVATE LIMITED Mumbai IN,CEP 2016-183 - Rev 01,Chemical,Valid,11/01/2024,,11/01/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil,AMI LIFESCIENCES PRIVATE LIMITED Karakhadi IN,CEP 2014-339 - Rev 03,Chemical,Valid,14/02/2024,,12/11/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil; Unmilled; milled,TOPHARMAN SHANDONG CO.; LTD. Weifang CN,CEP 2018-179 - Rev 02,Chemical,Valid,18/07/2024,,18/07/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2012-021 - Rev 03,Chemical,Valid,31/07/2024,,31/07/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil,SMS PHARMACEUTICALS LIMITED Hyderabad IN,CEP 2014-308 - Rev 01,Chemical,Valid,18/09/2024,,18/09/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil,RUYUAN HEC PHARM CO.; LTD. Shaoguan CN,CEP 2018-005 - Rev 01,Chemical,Valid,15/10/2024,,15/10/2024
In use,2606,Tadalafil,Tadalafilum,Tadalafil; Process II,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2019-201 - Rev 03,Chemical,Valid,02/01/2025,,02/01/2025
In use,2606,Tadalafil,Tadalafilum,Tadalafil,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,CEP 2011-316 - Rev 01,Chemical,Valid,26/02/2025,,26/02/2025
In use,2606,Tadalafil,Tadalafilum,Tadalafil,TAPI NL B.V. Amsterdam NL,CEP 2013-152 - Rev 03,Chemical,Valid,14/03/2025,,14/03/2025
In Use,2607,Cocoa butter,Theobromatis oleum,,,,,,,,
Elaboration,2608,Topotecan hydrochloride; hydrated,Topotecani hydrochloridum hydricum,,,,,,,,
In Use,2609,Triclabendazole for veterinary use,Triclabendazolum ad usum veterinarium,Triclabendazole for veterinary use,ALIVIRA ANIMAL HEALTH LIMITED Visakhapatnam IN,R1-CEP 2015-109 - Rev 02,Chemical,Valid,03/07/2023,,03/07/2023
In Use,2609,Triclabendazole for veterinary use,Triclabendazolum ad usum veterinarium,Triclabendazole for veterinary use,RAKSHIT DRUGS PVT. LTD. Hyderabad IN,CEP 2021-380 - Rev 00,Chemical,Valid,13/10/2023,,13/10/2023
In Use,2609,Triclabendazole for veterinary use,Triclabendazolum ad usum veterinarium,Triclabendazole for veterinary use,NGL FINE-CHEM LIMITED Mumbai IN,CEP 2022-025 - Rev 00,Chemical,Valid,14/06/2024,,14/06/2024
In Use,2609,Triclabendazole for veterinary use,Triclabendazolum ad usum veterinarium,Triclabendazole for veterinary use; Process-II,ALIVIRA ANIMAL HEALTH LIMITED Visakhapatnam IN,CEP 2023-358 - Rev 00,Chemical,Valid,23/09/2024,,23/09/2024
In use,261,Almond oil; virgin,Amygdalae oleum virginale,,,,,,,,
Elaboration,2610,Yttrium (90Y) edotreotide injection,Yttrii  (90Y) edotreotidi solutio iniectabilis,,,,,,,,
In Use,2611,Zanamivir hydrate,Zanamivirum hydricum,,,,,,,,
In Use,2612,Barbary wolfberry fruit,Lycii fructus,,,,,,,,
Elaboration,2613,Spine date seed,Ziziphi spinosae semen,,,,,,,,
Elaboration,2614,Chitosan,Chitosanum,,,,,,,,
In use,2615,Lopinavir,Lopinavirum,Lopinavir,LUPIN LIMITED Mumbai IN,R0-CEP 2016-128 - Rev 00,Chemical,Withdrawn by Holder,31/03/2017,14/01/2022,31/03/2017
In use,2615,Lopinavir,Lopinavirum,Lopinavir,CIPLA LIMITED Mumbai IN,R0-CEP 2015-306 - Rev 00,Chemical,Withdrawn by Holder,28/02/2018,30/11/2022,28/02/2018
In use,2615,Lopinavir,Lopinavirum,Lopinavir,HETERO DRUGS LIMITED Hyderabad IN,R0-CEP 2020-396 - Rev 00,Chemical,Valid,28/10/2022,,28/10/2022
In use,2615,Lopinavir,Lopinavirum,Lopinavir,LAURUS LABS LIMITED Hyderabad IN,R0-CEP 2020-103 - Rev 01,Chemical,Valid,25/01/2023,,25/01/2023
In use,2615,Lopinavir,Lopinavirum,Lopinavir,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2018-071 - Rev 01,Chemical,Valid,20/02/2024,,21/02/2024
In use,2615,Lopinavir,Lopinavirum,Lopinavir,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2013-011 - Rev 03,Chemical,Valid,23/07/2024,,23/07/2024
In Use,2616,Topiramate,Topiramatum,Topiramate,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R0-CEP 2020-201 - Rev 01,Chemical,Valid,02/03/2022,,28/10/2022
In Use,2616,Topiramate,Topiramatum,Topiramate,HETERO DRUGS LIMITED Hyderabad IN,R0-CEP 2020-130 - Rev 01,Chemical,Valid,06/03/2023,,06/03/2023
In Use,2616,Topiramate,Topiramatum,Topiramate,ZYDUS LIFESCIENCES LIMITED Vadodara IN,CEP 2021-419 - Rev 01,Chemical,Valid,09/10/2024,,10/10/2024
In Use,2616,Topiramate,Topiramatum,Topiramate,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2020-140 - Rev 04,Chemical,Valid,21/03/2025,,21/03/2025
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,PHARMACEUTICAL SOLUTIONS FZCO Dubai AE,R0-CEP 2015-191 - Rev 00,Chemical,Withdrawn by Holder,19/04/2017,27/07/2021,19/04/2017
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,SYNTHON BV Nijmegen NL,R0-CEP 2019-191 - Rev 00,Chemical,Valid,25/09/2020,,11/09/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Process III,AUROBINDO PHARMA LIMITED Hyderabad IN,R0-CEP 2020-300 - Rev 00,Chemical,Withdrawn by Holder,18/02/2021,09/06/2023,18/02/2021
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,OLON S.P.A. Rodano IT,R1-CEP 2014-188 - Rev 00,Chemical,Valid,02/06/2021,,02/06/2021
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,AUROBINDO PHARMA LIMITED Hyderabad IN,R1-CEP 2013-337 - Rev 01,Chemical,Withdrawn by Holder,30/06/2021,09/06/2023,30/06/2021
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Process II,AUROBINDO PHARMA LIMITED Hyderabad IN,R0-CEP 2018-134 - Rev 02,Chemical,Withdrawn by Holder,01/07/2021,09/06/2023,01/07/2021
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,R1-CEP 2015-229 - Rev 00,Chemical,Valid,12/05/2022,,13/05/2022
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Type-I,HETERO LABS LIMITED Hyderabad IN,R1-CEP 2013-361 - Rev 01,Chemical,Valid,02/06/2022,,02/06/2022
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,ZYDUS LIFESCIENCES LIMITED Vadodara IN,R0-CEP 2019-002 - Rev 01,Chemical,Valid,11/07/2022,,11/07/2022
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; 1280,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,R0-CEP 2021-282 - Rev 00,Chemical,Valid,12/07/2022,,12/07/2022
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,EGIS Pharmaceuticals PLC Budapest HU,R1-CEP 2014-252 - Rev 02,Chemical,Valid,21/07/2022,,21/07/2022
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,JUBILANT PHARMOVA LIMITED Nanjangud IN,R1-CEP 2013-324 - Rev 01,Chemical,Valid,11/08/2022,,30/04/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R0-CEP 2018-267 - Rev 02,Chemical,Valid,17/02/2023,,17/02/2023
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,PHARMACEUTICAL WORKS POLPHARMA S.A. Starogard Gdanski PL,R1-CEP 2013-230 - Rev 02,Chemical,Valid,17/03/2023,,17/03/2023
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,RUYUAN HEC PHARM CO.; LTD. Shaoguan CN,R1-CEP 2016-208 - Rev 00,Chemical,Valid,09/06/2023,,09/06/2023
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Process IV,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2020-311 - Rev 02,Chemical,Valid,13/12/2023,,03/09/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,ZHEJIANG HUAHAI PHARMACEUTICAL CO.; LTD. Linhai CN,CEP 2014-011 - Rev 01,Chemical,Valid,05/01/2024,,05/01/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Type-1,MSN PHARMACHEM PRIVATE LIMITED Sangareddy District IN,CEP 2014-285 - Rev 01,Chemical,Valid,16/02/2024,,16/02/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Form B,NEULAND LABORATORIES LIMITED Hyderabad IN,CEP 2017-289 - Rev 03,Chemical,Valid,25/04/2024,,21/01/2025
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,COHANCE LIFESCIENCES LIMITED Mumbai IN,CEP 2016-021 - Rev 02,Chemical,Valid,09/07/2024,,09/07/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,NIFTY LABS PVT. LTD. Hyderabad IN,CEP 2017-198 - Rev 03,Chemical,Valid,16/07/2024,,16/07/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2013-330 - Rev 02,Chemical,Valid,29/07/2024,,29/07/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,SMS PHARMACEUTICALS LIMITED Hyderabad IN,CEP 2022-435 - Rev 00,Chemical,Valid,05/08/2024,,04/03/2025
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,CEP 2013-292 - Rev 02,Chemical,Valid,27/08/2024,,27/08/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Process-II; Type-I,HETERO LABS LIMITED Hyderabad IN,CEP 2017-254 - Rev 03,Chemical,Valid,11/12/2024,,11/12/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole; Form 1,CADILA PHARMACEUTICALS LIMITED Ankleshwar IN,CEP 2016-308 - Rev 02,Chemical,Valid,13/12/2024,,13/12/2024
In use,2617,Aripiprazole,Aripiprazolum,Aripiprazole,Unichem Laboratories Limited Mumbai IN,CEP 2015-010 - Rev 02,Chemical,Valid,03/01/2025,,03/01/2025
Deleted from the work programme,2618,Oat herb,Avenae herba,,,,,,,,
In use,2619,Pharmaceutical preparations,Pharmaceutica,,,,,,,,
In use,262,Aniseed,Anisi fructus,,,,,,,,
In use,2620,Herbal teas; instant,Praeparationes celeres ad ptisanam,,,,,,,,
In Use,2621,Animal epithelia and outgrowths for allergen products,Fragmenta epithelii phaneraeque bestiarum ad producta allergenica,,,,,,,,
In Use,2622,Haemophilus type b and meningococcal group C conjugate vaccine,Vaccinum haemophili stirpi b et meningococcale classis C coniugatum,,,,,,,,
In Use,2623,Hymenoptera venoms for allergen products,Hymenopteri venena ad producta allergenica,,,,,,,,
In Use,2624,Meldonium dihydrate,Meldonium dihydricum,Meldonium dihydrate,"Joint Stock Company ""Grindeks"" Riga LV",R1-CEP 2015-089 - Rev 01,Chemical,Valid,19/05/2022,,19/05/2022
In Use,2624,Meldonium dihydrate,Meldonium dihydricum,Meldonium dihydrate,SHANDONG CHENGHUI SHUANGDA PHARMACEUTICAL CO.; LTD.  Dezhou City CN,CEP 2022-113 - Rev 01,Chemical,Valid,17/09/2024,,17/09/2024
In Use,2625,Mites for allergen products,Acari ad producta allergenica,,,,,,,,
In Use,2626,Moulds for allergen products,Mucores ad producta allergenica,,,,,,,,
In Use,2627,Pollens for allergen products,Pollines ad producta allergenica,,,,,,,,
Elaboration,2628,Polyamide 6,Polyamidum 6,,,,,,,,
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,Zhejiang Jiuzhou Pharmaceutical Co.; Ltd. Taizhou City CN,R0-CEP 2013-080 - Rev 00,Chemical,Expired,18/02/2015,18/02/2020,18/02/2015
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,EXCELLA GMBH & CO. KG Feucht DE,R0-CEP 2012-408 - Rev 02,Chemical,Withdrawn by Holder,09/12/2016,07/09/2020,08/09/2020
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,Interquim; S.A. Sant Cugat Del Vallès ES,R1-CEP 2013-354 - Rev 00,Chemical,Valid,23/01/2020,,21/10/2020
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,R1-CEP 2015-039 - Rev 00,Chemical,Valid,24/11/2020,,24/11/2020
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,SHODHANA LABORATORIES PRIVATE LIMITED Hyderabad IN,R1-CEP 2015-236 - Rev 00,Chemical,Valid,19/08/2022,,19/08/2022
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R1-CEP 2015-279 - Rev 00,Chemical,Valid,23/09/2022,,23/09/2022
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,SANECA PHARMACEUTICALS A.S. Hlohovec SK,R1-CEP 2015-276 - Rev 00,Chemical,Valid,25/01/2023,,25/01/2023
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,CAMBREX KARLSKOGA AB Karlskoga SE,R1-CEP 2014-291 - Rev 01,Chemical,Valid,30/05/2023,,30/05/2023
In use,2629,Rivastigmine,Rivastigminum,Rivastigmine,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2012-304 - Rev 02,Chemical,Valid,30/07/2024,,30/07/2024
In use,263,Arachis oil; refined,Arachidis oleum raffinatum,,,,,,,,
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,R1-CEP 2013-305 - Rev 00,Chemical,Valid,13/01/2020,,13/01/2020
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,Interquim; S.A. Sant Cugat Del Vallès ES,R1-CEP 2013-331 - Rev 00,Chemical,Valid,23/01/2020,,23/01/2020
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,SANECA PHARMACEUTICALS A.S. Hlohovec SK,R0-CEP 2018-215 - Rev 00,Chemical,Valid,16/06/2020,,16/06/2020
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,SHODHANA LABORATORIES LIMITED Hyderabad IN,R0-CEP 2019-066 - Rev 01,Chemical,Valid,31/03/2021,,31/03/2021
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,MSN ORGANICS PRIVATE LIMITED Bibinagar Village IN,R1-CEP 2015-055 - Rev 00,Chemical,Valid,20/05/2021,,20/05/2021
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,CAMBREX KARLSKOGA AB Karlskoga SE,R1-CEP 2014-292 - Rev 00,Chemical,Valid,25/05/2021,,25/05/2021
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,CIPLA LIMITED Mumbai IN,R1-CEP 2014-053 - Rev 00,Chemical,Valid,25/10/2021,,25/10/2021
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate; Process – I,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,R0-CEP 2021-248 - Rev 00,Chemical,Valid,09/12/2021,,18/07/2024
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate; Process 2,SANECA PHARMACEUTICALS A.S. Hlohovec SK,R0-CEP 2023-074 - Rev 00,Chemical,Valid,19/05/2023,,19/05/2023
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2012-295 - Rev 01,Chemical,Valid,16/11/2023,,18/07/2024
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,TIANISH LABORATORIES PRIVATE LIMITED Hyderabad IN,CEP 2013-003 - Rev 03,Chemical,Valid,30/07/2024,,30/07/2024
In use,2630,Rivastigmine hydrogen tartrate,Rivastigmini hydrogenotartras,Rivastigmine hydrogen tartrate,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,CEP 2013-069 - Rev 01,Chemical,Valid,03/02/2025,,03/02/2025
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,DR. REDDY'S LABORATORIES LIMITED Hyderabad IN,R0-CEP 2015-117 - Rev 00,Chemical,Withdrawn by Holder,22/07/2016,15/09/2020,16/09/2020
In Use,2631,Rosuvastatin calcium,Rosuvastatinum calcicum,Rosuvastatin calcium,TEVA PHARMACEUTICAL INDUSTRIES LTD Petach Tikva IL,R0-CEP 2015-079 - Rev 00,Chemical,Withdrawn by Holder,12/08/2016,16/01/2020,12/08/2016
