ceapp_id_supplier,ceapp_id_supplier_site,ceapp_supplier_name,ceapp_supplier_site_name
265,4178,Hetero Laboratories,HETERO DRUGS LIMITED
2837,4179,Alimentiv Inc.,Alimentiv Inc.
170,4174,Compagnie de Saint-Gobain,"Saint-Gobain Life Sciences (Hangzhou) Co., Ltd."
2833,4172,Mativ ,Mativ (Argotec LLC)
2842,4187,Wagener & CO,Wagener & Co. GmbH
2840,4185,Cooper Consumer Health / Vemedia,VEMEDIA PHARMA SA
268,4193,West Pharmaceutical Services,West Pharmaceutical Services
185,4207,Tereos,Tereos France
2853,4206,NHU Pharmaceutical Co.,Shandong NHU Pharmaceutical
811,4198,Beckman Coulter,Beckman Coulter Inc - California
2848,4196,Anidro do Brasil Extracoes,Anidro do Brasil Extracoes
2843,4188,Eisai,Eisai
291,731,Recordati,"Recordati Industria Chimica E Farmaceutica, SpA - Site Milano"
1042,1932,Unither Pharma,Unither Liquid Manufacturing
2866,4234,Seastar Chemicals,Seastar Chemicals
2864,4229,Flexible Medical Packaging Ltd,Flexible Medical Packaging Ltd
2869,4238,AOS Products Private,AOS Products Private
2861,4225,Hexpol TPE AB,Hexpol TPE AB
2857,4213,Chinese Peptide Company (CPC Scientific Inc.),Chinese Peptide Company (CPC Scientific Inc.)
1235,4248,Colorcon,COLORCON DO BRASIL LTDA
116,4240,Merck,SAFC Biosciences
517,4246,Silliker,Merieux NutriSciences Testing Technology (Qingdao)
371,972,DuPont,DuPont - Site Hemlock
508,4281,Schott,SCHOTT BRASIL LTDA
2882,4263,Eurocept International B.V,Eurocept International B.V
189,4270,Evonik,Evonik Operations GmbH - BL Interface & Performance
2877,4252,Pharmtrace Klinische Entwicklung GmbH,Pharmtrace Klinische Entwicklung GmbH
2874,4251,"Biological E Limited, Pharma Division","Biological E Limited, Pharma Division"
2888,4279,LAXACHEM ORGANICS PVT.LTD.,LAXACHEM ORGANICS PVT.LTD.
534,4257,Aenova Holding,SwissCo Services AG
76,4278,Delpharm,Delpharm L'Aigle
2887,4277,WILLY BENECKE GmbH,WILLY BENECKE GmbH
2886,4276,ANHUI SUNHERE PHARMACEUTICAL,ANHUI SUNHERE PHARMACEUTICAL
2899,4300,Pharos MT,Pharos MT
2898,4299,ICS Connect,"Integrated Commercialization Solutions,LLC (ICS)"
2905,4308,C.F. BUDENHEIM,C.F. BUDENHEIM
2894,4287,CFC Europe GmbH,CFC Europe GmbH
2907,4312,Qualigens Pharma,Qualigens Pharma
2912,4317,Shandong Sirui Biological Pharmaceutical Co.,Shandong Sirui Biological Pharmaceutical Co
2921,4328,STEREO DRUGS PRIVATE,STEREO DRUGS PRIVATE
2919,4326,Everial Chartres,Everial Chartres
2923,4332,Inovalys,Inovalys
1748,2802,Chanelle Pharma,Chanelle Pharma Group Limited - Site Loughrea
312,4353,Cargill,Cargill Texturizing Solutions Netherlands B.V.
2932,4345,CuraScript SD,CURASCRIPT SD SPECIALTY DISTRIBUTION
2931,4344,PANTHERx Rare Pharmacy,PANTHERx Rare Pharmacy
263,4340,Drug Plastics and Glass Co,"Drug Plastics and Glass Co., Inc. - Site Phoenix"
2938,4352,ABL Brasil,Antibioticos Do Brasil
2946,4365,Kündig Nahrungsmittel,Kündig Nahrungsmittel
2953,4371,MSK Pharmalogistic GmbH,MSK Pharmalogistic
252,4361,Aurobindo Pharma Limited,Apitoria Pharma Private Limited Unit-VI
2943,4362,Alcosuisse,Alcosuisse AG Rüti bei Büren
2957,4378,Recipharm Israel Ltd,Recipharm Israel Ltd
2650,4389,Nantong Changhai Food Additive,Nantong changhai food additive
2965,4391,Saint Louis Sucre,Saint Louis Sucre
2960,4382,Saraogi Shellac Overseas Corp,Saraogi Shellac
2963,4386,IFF,"Nutrition & Biosciences USA, LLC - Plaquemine"
2972,4401,"Seven Star Pharmaceutical Co., Ltd.","Seven Star Pharmaceutical Co., Ltd."
2974,4404,NextPharma Logistics GmbH,NextPharma Logistics
2973,4403,Eurofins BioPharma Product Testing Switzerland AG,Eurofins BioPharma Product
2976,4406,Norchim S.A.S,Norchim S.A.S
1007,1890,Giannakopoulos Group,Vianex S.A.
914,1779,Generis Farmacêutica,Generis Farmacêutica S.A.
958,1829,Auschem Pacific Group,Auschem Pacific Group Pty Ltd
261,549,Charles River,Charles River Laboratories Germany GmbH - Site Erkrath
2395,3575,Stéarinerie Dubois,Stearinerie Dubois Fils SA
1777,2835,Columbia Petro Chem,COLUMBIA PETRO CHEM PVT.LTD.
220,2963,AXYNTIS,Orgapharm Pithiviers
123,613,Eurofins,Eurofins BioPharma Product Testing
1644,2651,Ospedale Infermi di Rimini,Ospedale Infermi di Rimini
302,778,Linde,Linde Gas France
345,906,Church & Dwight,Church & Dwight - Site Ohio
919,1797,Granules India,Granules India Limited - Site Gagillapur
1651,2676,Tianish Laboratories,Tianish Laboratories Private Limited - Unit 1
1560,2536,Zhejiang Wild Wind Pharmaceutical,Zhejiang Wild Wind Pharmaceutical Co. Ltd.
833,1690,Bioexam,Bioexam AG
1649,340,SGD Pharma,SGD Kipfenberg GmbH
191,380,Swiss Caps,SWISS CAPS AG
1104,2004,Lives International Corp,Lives International
1019,1902,ValGenesis,ValGenesis India Pvt Ltd
2608,3829,NOF CORPORATION LTD,NOF CORPORATION
1125,2033,ITW Reagents,Panreac Quimica S.L.U.
119,245,MM Packaging,MM Packaging Italy Srl
1710,2754,Applied Pharma Research,APR Applied Pharma Research S.A.
116,697,Merck,Sigma-Aldrich Fine Chemicals (SAFC)
1133,2044,Piramal Group,Piramal Pharma Limited - Site Chennai
508,1293,Schott,Schott Pharma Germany AG
350,915,Recipharm,Aesica Pharmaceuticals GmbH - Site Monheim
2344,3489,SEPPIC,Seppic S.A.
1959,3068,Laxai Life Sciences,Laxai Life Sciences Private Limited
2118,3321,Nordic Pharma,Nordic Drugs AB
1050,1940,Tracelink,Tracelink Inc.
1431,2381,Suzhou Lixin Pharmaceutical,Shandong Lixin Pharmaceutical Co. Ltd
818,1674,Benle Consult Limited,Benle Consult Limited Uganda
1425,2373,Sichuan Xieli Pharmaceutical,Sichuan Xieli Pharmaceutical Co. Ltd.
1117,2017,Lucideon Group Limited,Lucideon Limited
1006,1889,Vetter Pharma,Vetter Development Service Chicago Inc
1226,2155,H.Reynaud & Fils,H.Reynaud & Fils St. Didier SA
76,181,Delpharm,Delpharm Dijon
1311,2246,Famacy Group,"Jiangsu Famacy Glass Co., Ltd"
398,1043,Gedeon Richter,Gedeon Richter Romania S.A.
921,1788,GMT Fine Chemicals,GMT Fine ChemicalsS.A.
1221,2152,Gynial,Gynial GmbH
1663,2690,Tournaire,Tournaire France - Site Grasse
411,1080,INEOS Pharma,INOVYN Norway AS
2628,3850,Sorini Towa Berlian Corporindo,PT Sorini
918,1783,Genvion Corp,Genvion Corporation - Site Winnipeg
264,577,DSV,DSV Solutions GmbH - Site Weiterstadt
543,1362,Unique Chemicals,Unique Chemicals Limited
264,3776,DSV,DSV Solutions Denmark
1421,2368,Sichuan Huili Industry,"Sichuan Huili Industry Co., Ltd."
1033,1922,Union Plastic,Union Plastic France SA
292,734,Oximio,Oximio Serbia
306,2940,DFE Pharma,DFE Pharma GmbH & Co. KG
290,724,Sartorius Stedim,Sartorius Stedim Filters - Unit 368
21,53,Teva API,Sicor SRL - Site Caronno Pertusella
1806,2865,Cartonajes Pans,"Cartonajes Pans, S.A."
2268,3451,Sandfort5,Sandfort GmbH & Co. KG
2037,3142,Kalceks,JSC Kalceks
1781,2839,Compack Cartons,Compack Limited
311,808,Shijiazhuang Pharma Group,CSPC Innovation Pharmaceutical Co Ltd - Unit 36
472,1208,Orion,Orion Oyj - Salo site
1458,2413,Koei Chemical,Koei Chemical Co. Ltd. .
903,3073,Garonit Pharmaceutical,Garonit Pharmaceutical
2348,3494,Serumwerk Bernburg,Serum Bernburg AG
291,732,Recordati,Recordati Rare Diseases Colombia S.A.S.
353,921,Alkali Metals,Alkali Metals Ltd. - Site Parawada
1874,2954,Optel Group,Optel Vision Canada
571,3895,Westfalen,Westfalen AG - Site Münster
713,1564,Euro OTC Pharma,Euro OTC Pharma GmbH
1233,2163,Headstar Medical Products,Headstar Medical Products Co Ltd
961,1833,AVEBE,Avebe KPW GmbH
201,2025,Nipro,Nipro PharmaPackaging Americas Corp. - Site Westport
1440,2392,Kasyap Sweetners,Kasyap Sweetners Limited
376,985,EMPAC,EMPAC Polska Sp. z o.o.
740,1591,FAR Chemical,Far Chemical Inc.
197,452,Gerresheimer,Neutral Glass & Allied Industries Pvt. Ltd. (Gerresheimer)
1818,2908,Cuckos Pharmaceutical,Cuckos Pharmaceutical Pvt. Ltd.
1436,2544,The United Laboratories International Holdings,"Zhuhai United Laboratories Trading Co.,Ltd - Site Zhuhai"
128,287,Nemera,Nemera Poland - Site Szczecin
22,58,Berry Global,Astra Plastique SAS
59,149,Croda International,Croda Singapore
1364,2302,Ningbo Smart Pharmaceutical,"Ningbo Smart Pharmaceutical Co., Ltd."
2262,3847,Gruppo Sapio,BioRep
264,574,DSV,DSV Air & Sea SAU
43,104,Lonza,Lonza-Capsugel Greenwood LLC
373,976,Edelmann,Edelmann Bitterfeld GmbH
197,444,Gerresheimer,Gerresheimer Bünde GmbH
93,215,Dr. Reddy’s Laboratories,Dr. Reddy's Laboratories EU Ltd.
1919,3040,FarmaHispania,"Farmhispania, S.A."
263,568,Drug Plastics and Glass Co,"Drug Plastics Closures, Inc"
476,2040,Patheon,Patheon Inc. - Site Mississauga
796,1651,Calyx India,Calyx Chemicals & Pharmaceuticals Ltd
1140,3899,PolakPack,PolakPack - Site Komenda
58,148,Constantia Flexibles,Constantia Tobepal S.L.
1417,2364,Shenzhou Jiheng Pharmaceutical,Shenzhou Jiheng Pharmaceutical Co Ltd
10,20,Amcor,Amcor Flexibles Zlotow Sp. Z O.O.
2276,3441,Salicylates and Chemicals,Salicylates and Chemicals Pvt Ltd
791,1645,Norit,Cabot Norit Nederland B.v. - Site Amersfoort
2004,3110,Innothera,Innothera Chouzy SAS
1526,2493,Yunnan Summit Biotechnology,Yunnan Summit Biotechnology Co. Ltd
533,2834,Tekni-Plex,Colorite Europe Ltd.
1395,2338,Shandong Keyuan Pharmaceutical,Shandong Keyuan Pharmaceutical Co. Ltd.
2394,3574,STAXS,STAXS The Netherlands BV
305,792,Klöckner,Klockner Pentaplast GmbH & Co. KG
998,1875,Changzhou Jintan Zhongxing Pharmaceutical & Chemical,Changzhou Jintan Zhongxing Pharmaceutical & Chemical Co. Ltd.
659,1508,Dreiturm,Dreiturm GmbH
919,1798,Granules India,Granules India Limited - Site Andhra Pradesh
534,1343,Aenova Holding,Temmler Ireland Ltd
123,262,Eurofins,Eurofins Food Testing Süd GmbH
336,889,bioMérieux,bioMérieux Inc. - Site Lombard
93,211,Dr. Reddy’s Laboratories,Dr. Reddy's Laboratories Ltd. - Unit 2
1120,2019,Lukasiewicz Research Institute,Lukasiewicz Research Institute – Industrial Chemistry Institute
1263,2188,Hispano Embalaje,"Hispano Embalaje, S.A. - Site Alcalá de Henares"
761,1612,GEODIS,France Express GEODIS - Site Gennevilliers
252,487,Aurobindo Pharma Limited,Aurobindo Pharma Limited - Site K-56
2641,3866,Highly Chemical New Materials,Qingdao Highly Chemical New Materials
794,1649,Callisto Pharma Group,Callisto Regulatory Consulting Limited
1053,1943,Transma,Transma SA
20,47,Ashland,Ashland Specialty Ingredients Wilmington
1888,2967,Origin Pharma,Origin Packaging Ltd.
524,1320,SPS Medical,SPS Medical
776,1628,ALK-Abello,"ALK-Abello, Inc."
437,1133,Laboratorios Normon,Laboratorios Normon S.A.
390,668,Thermo Fisher Scientific,Thermo Fisher Scientific Germany
1275,2190,HOANG DUC Pharma,"HOANG DUC Pharmaceutical & Medical Supplies Co., Ltd."
95,197,Laboratoires Chemineau,Laboratoires Chemineau S.a.s.
2570,3813,Bio-Rad,Bio-Rad - Site Richmond
1404,2349,Shandong Yinfeida Pharmaceutical,"Shandong Yinfeida Pharmaceutical Co., Ltd."
411,1075,INEOS Pharma,INEOS Köln GmbH
313,819,Cambrex,Cambrex Karlskoga AB
2359,3521,Similasan,Similasan AG
2354,3510,Shriji Polymers,Shriji Polymers (India) Ltd.
790,1644,Farmacapsulas,C.I. Farmacapsulas S.A.S
1089,1988,Lamp Pharmaceuticals,Lamp San Prospero S.P.A
245,601,3S Fabrications,3S Fabrications PVT Ltd
892,1759,Früh,Früh Verpackungstechnik AG
215,372,Stallergenes Greer,Stallergenes Greer
2416,3605,Techpharm,TECHPharm GmbH
996,1873,Changsha Organic Herb Inc.,Changsha Organic Herb Inc.
1283,2217,Huangshan Bonsun Pharmaceuticals,"Huangshan Bonsun Pharmaceuticals Co., Ltd"
1669,2696,Abbott Laboratories,Abbott Biologicals B.V.
150,3861,Seqens,SEQENS France - Site Porcheville
2630,3852,DeltaPV,DeltaPV
1176,2101,Fujian Fukang Pharmaceutical,"Fujian Fukang Pharmaceutical Co., Ltd."
1071,1966,MIDAC,Laboratoire MIDAC
189,424,Evonik,Evonik Corporation - Site Havre de Grace
1828,2882,Contipro,Contipro AS
2334,3623,Therapiva,Therapiva Private Limited
755,1606,McCormick Flavor Solutions,Fona International LLC
290,727,Sartorius Stedim,Sartorius Stedim Inc. - Site New Oxford
254,501,Faller Packaging,August Faller GmbH & Co. KG - Site Binzen
1229,2158,Harland Print & Packaging,Harland Print & Packaging e.U.
34,87,Bormioli Pharma,Bormioli Pharma S.P.A.  - Site San Vito Al Tagliamento
400,1057,GlaxoSmithKline,GlaxoSmithKline UK Limited - Site Ayrshire
2145,3219,Pharmapack Stade,Pharmapack Stade GmbH
1346,2283,Lianyungang Runzhong Pharmaceutical,"Lianyungang Runzhong Pharmaceutical Co., Ltd."
1068,1963,Labor Dr. Graner,Labor Dr. Graner & Partner GmbH
301,774,Livzon Group,"Livzon New North River Pharmaceutical Co., Ltd."
2090,3236,Canadian Plastics,Multicap Inc
1129,2037,Particle Measuring Systems,Particle Measuring Systems US
2370,3538,Solupharm,Solupharm Pharmazeutische Erzeugnisse GmbH
1086,1984,Lake Chemicals,"Lake Chemicals Pvt., Ltd."
2020,3130,IQVIA,IQVIA Information S.A.
2100,3277,Naturelle Consumer Products,Naturelle Consumer Products Ltd
1822,2872,CEFEA,Cefea Sp. z oo sp. k.
34,89,Bormioli Pharma,Bormioli Pharma S.p.A. - Site Castelguelfo
1671,2700,Accord Healthcare,Accord-UK Limited
2545,3783,Laboratoires Magistra,Laboratoires Magistra SA
1202,2108,G.C. Chemie Pharmie Limited,G.C. Chemie Pharmie Ltd
1252,2194,Honeywell Specialty Chemicals,Honeywell Specialty Chemicals Seelze GmbH
2,3601,Actylis (Aceto),Syntor Fine Chemicals Ltd
2448,3649,Zhejiang Ruilian Pharma,Zhejiang Ruilian Pharmaceutical Co
1962,3019,DAT DOAN Agricultural and Seafood,DAT DOAN Rutin and Sophora Japonica JSC
624,1465,AQM,Agro Chemical Maringa SA
2547,3786,Alpha Packaging,Alpha Packaging BV
528,1327,STERIS,STERIS Applied Sterilization Technologies Inc. - Site Libertyville
982,1856,Apeloa Pharmaceutical,Zhejiang Apeloa Kangyu Pharmaceutical Co. Ltd.
675,1526,Ecomedis Medizintechnik,Ecomedis medizintechnik gmbh
2473,3656,PA-ATS,Hsg Engineering Srl
2285,3427,S.B. Pharma,S.B. Pharma GmbH
960,3252,Avantor Sciences,Nusil Technology LLC
116,694,Merck,Sigma-Aldrich Inc. - Site St. Louis I
1941,3013,DPD,DPD France SAS
196,436,Formosa Pharmaceuticals,"Formosa Laboratories, Inc. - Site Taoyuan"
314,825,Aptar,Aptar Dortmund GmbH
411,2853,INEOS Pharma,Ineos Enterprises
2230,3400,Robano,Robano Sp. z o.o.
346,908,CIECH,CIECH Soda Polska S.A.
4,1615,ACS Dobfar,ACS Dobfar S.p.A. - Site Albano Sant’Alessandro
259,608,Catalent,"Catalent Micron Technologies USA, Inc."
20,44,Ashland,Ashland Specialty Ingredients Chemicals LLC
1819,2927,Daicel Corporation,Daicel Chiral Technologies (India) Pvt Ltd
1910,2996,Pharma Mall,Pharma Mall Gesellschaft für Electronic Commerce mbH
1133,2043,Piramal Group,Piramal Healthcare Uk Limited - Site Morpeth
1335,2272,Jiaozuo Zhongwei Chemical,Jiaozuo Zhongwei Chemical Co Ltd
1739,2790,Beacon Converters,Beacon Converters Inc
2023,3133,Jetpharma,Jetpharma SA
169,1286,Sandoz,Sandoz Spain
34,933,Bormioli Pharma,Bormioli Spain - Site Guadalajara
1752,2806,Italfarmaco,"Chemi, SpA"
367,962,DKSH,DKSH Singapore Pte Ltd
392,1028,FMC Corporation,FMC Biopolymer
901,1768,GAP,GAP Encapsulating Value S.A.
2240,3420,RPG Enterprises,RPG Life Science LT
1536,2503,Zhejiang Chemsyn Pharm,Zhejiang Chemsyn Pharm Co. Ltd
274,659,trans-o-flex,trans-o-flex Express GmbH - Site St. Ingbert
1718,2764,Arene Lifesciences Private,Arene Lifesciences Limited
2648,3878,Distillerie Mazzari,Distillerie Mazzari
1559,2535,Zhejiang Weihua New Chemical,Zhejiang Weihua New Chemical
1337,2274,Jinan Asia Pharmaceutical,"Jinan Asia Pharmaceutical Co., Ltd."
396,1036,G.L. Pharma,G.L. Pharma GmbH - Site Wien
2320,3514,Sigachi Industries,Sigachi Industries Pvt. Ltd
1541,2508,Zhejiang Haisen Pharma,Zhejiang Haisen Pharmaceutical Co. Ltd.
688,1539,EMBALL'ISO,EMBALL'ISO SA
2196,3354,Purisys,Purisys LLC
1085,1983,KDC/ONE,Laffon SRL
257,528,Brenntag,Brenntag Spa
1873,2953,Opocrin,Opocrin SpA - Site Formigine
2333,3620,The Gwalior Forest Products,The Gwalior Forest Products Ltd
807,1663,Hoffmann Verpackung,Carl Bernh. Hoffmann GmbH
251,481,Aarti Drugs Limited,Aarti Drugs Limited - Plot Nr. E-120/119/105/106/104
273,1909,Vasudha Pharma Chem,Vasudha Pharma Chem Limited - Unit Ⅲ
823,1680,BIAL,Bial Portela & Companhia s.a
542,1360,TUBEX Group,Tubex Tubenfabrik Wolfsberg GmbH
2352,3506,Shin-Etsu Chemical,"Shin-Etsu Chemical Co., Ltd."
1370,2308,Ningxia Qiyuan Pharmaceutical,Ningxia Qiyuan Pharmaceutical Co. Ltd.
1946,3051,Ibi Lorenzini,Istituto Biochimico Italiano Giovanni Lorenzini S.p.A.
2511,3735,Farmigea,Farmigea SpA
1627,2551,Medswana,Medswana Pty Ltd
21,49,Teva API,Assia Chemical Industrial Ltd.
1460,2415,Kopran Research Laboratories,Kopran Research Laboratories Ltd
1943,3021,CFAO Pharma,Laborex Kenya Ltd
215,3695,Stallergenes Greer,stallergenes Greer - Lenoir
1741,2792,BEC Chemicals,BEC Chemicals Private Limited
2282,3434,Safic-Alcan,Safic-Alcan Deutschland GmbH
521,2760,ADM SIO,Archer Daniels Midland Company - Site St Decatur
1084,1982,Ladegast,Ladegast GmbH
548,1371,Zuellig Pharma,Zuellig Pharma Taiwan Inc.
373,977,Edelmann,Edelmann Burscheid GmbH
422,1110,JSC Grindeks,JSC Grindeks
1313,2351,Hengrui Pharmaceuticals,"Shanghai Hengrui Pharmaceutical Co., Ltd."
2292,3422,Rubber Fab,Rubber Fab - Site New Jersey
871,1728,BSL BIOSERVICE,BSL BIOSERVICE Scientific Laboratories Munich GmbH
985,1861,Great Nation,"Anhui Great Nation Essential Oils Co .,Ltd."
717,1568,European Pharma Hub,European Pharma Hub Ltd.
1956,3065,Kaival Chemicals,Kaival Chemicals Pvt. Ltd.
1544,2511,Zhejiang Hisun,"Zhejiang Hisun Pharmaceutical Co, Ltd - Site 1"
207,1775,Gelita,Gelita USA Inc
255,511,BASF,BASF SE
390,3158,Thermo Fisher Scientific,Life Technologies Corp - Site New York
2221,3387,regenold,regenold GmbH
244,471,3M Filtration,"3M Purification, Inc."
1175,2488,Fuan Pharmaceutical Group,"Yantai Justaware Pharmaceutical Co., Ltd."
195,434,Fermion,Fermion Oy Oulu
1094,1993,LINDAL Group,Lindal Dispenser GmbH
1973,3078,Germark,Germark SA
1324,2259,Jiangsu Zenji Pharmaceuticals,Jiangsu Zenji Pharmaceuticals Ltd.
1841,2903,Cremer Oleo,Cremer Oleo GmbH & Co.KG
1552,2525,Zhejiang Liaoyuan Pharmaceutical,"Zhejiang Liaoyuan Pharmaceutical Co., Ltd."
388,1017,FedEx,FedEx Express Deutschland GmbH - Site Bielefeld
1740,2791,Ipsen Group,Beaufour Ipsen Industrie SAS
490,1246,Ingredion,Ingredion Incorporated - Site North Kansas City
481,1229,Dishman Carbogen Amcis,Dishman Carbogen Amcis Limited - Site Gujarat
75,2929,Datwyler,Datwyler Pharma Packaging USA - Site Middletown
271,649,Zydus Lifesciences,Zydus Lifesciences Limited - Site Ahmedabad
259,606,Catalent,Catalent Italy S.p.A
2389,3569,ST Pharm,"ST Pharm Co., Ltd."
1581,2610,Tabuk Pharmaceuticals,Tabuk Pharmaceuticals Manufacturing Co - Site Tabuk
640,1485,Teknologisk Institut,Danish Technological Institute
885,1751,Fismer Lecithin,Fismer Lecithin GmbH
260,545,CCL Label,CCL Specialty Cartons Sp. z o.o.
552,1383,ZentriForce Pharma,ZentriForce Pharma
167,319,RxPack,RxPack S.r.l.
1546,2515,Zhejiang Huakang,"Zhejiang Huakang Pharmaceutical Co., Ltd."
969,1841,Azico Biophore India,Azico Biophore India Private Limited
390,3674,Thermo Fisher Scientific,Thermo Fisher Scientific - Rochester
235,413,Venkata Narayana Active Ingredients,Venkata Narayana Active Ingredients Pvt. Ltd.
2574,3819,Uriach,Urquima Chem. SA
267,596,Olon,Olon S.p.A. - Site Garbagnate
1179,2104,Fujian Sanming Zhengyuan Chemical,"Fujian Sanming Zhengyuan Chemical Co., Ltd"
735,1586,Extractas Bioscience,Extractas Bioscience - Site Tasmania
335,888,Biocon Limited,"Biocon Limited - Plot No. 2, 3, 4 & 5"
890,1757,Friulchem,Friulchem S.p.A.
1064,3190,TUPACK,MARETO Kunststoffverarbeitung GmbH
1174,2099,Foshan Chuang Wei Lai Packaging Material,"Foshan Chuang Wei Lai Packaging Material Co., Ltd."
627,1469,Air Products,Air Products België SA
700,1551,Ercros,"Ercros Spain, S.A."
840,1698,Bio-Medica,"Biomedica, spol. s r.o."
149,348,SGS Pharma,SGS Vitrology Ltd.
567,1399,WestRock,"WestRock Graphics, Inc"
1495,2456,Tianjin Fuqin Science & Technology,Tianjin Fuqin Science & Technology Corp. Ltd.
800,1655,Canton Laboratories,Canton Laboratories Private Limited
868,1725,Brightlabs,Brightlabs BV
1577,2615,Takeuchi,"Takeuchi Press Industries Co., Ltd."
149,2668,SGS Pharma,SGS Canada Inc. - Site Mississauga
650,1496,DongBang Future Tech & Life,DongBang Future Tech & Life CO - Site I
549,1378,Zentiva Group,Zentiva Romania SRL
1471,2429,Kyowa Chemical Industry,Kyowa Chemical Industry Co. Ltd.
1418,2365,Shijiazhuang Jackchem,Shijiazhuang Jackchem Co Ltd
692,1543,Emcure Pharmaceuticals,Emcure Pharmaceuticals Ltd.
1406,2352,Kyowa Kirin International,Shanghai Kyowa Amino Acid Co Ltd
2242,3416,Rovi Services,"ROVI Pharma Industrial Services, S.A."
907,1772,Gateway Analytical,Gateway Analytical
1623,2557,Melody Healthcare,Melody Healthcare Pvt. Ltd.
455,1166,Millmount Healthcare,Millmount Healthcare Ltd
341,900,Capsulit,Capsulit S.p.a.
2206,3376,Amneal Pharmaceuticals,Raks Pharma Pvt. Limited
471,1205,Optimus Drugs Private,Optimus Drugs Private Limited - Site No. 145/A & 147
1362,2300,Hubei NengTer Technology,"Nenter & Co., Inc."
22,61,Berry Global,Berry Global France - Site Bellignat
2635,3858,HuangGang SaiKang Pharmaceutical,HuangGang SaiKang Pharmaceutical
1193,2120,Hangzhou Zhongmeihuadong Pharmaceutical Jiangdong,"Hangzhou Zhongmeihuadong Pharmaceutical Jiangdong Co.,Ltd."
950,1820,Ata-Fen Group,Ata-Fen Veteriner Malzemeleri A.S
318,846,Albéa,Albéa Deutschland GmbH
2074,3201,Matachana,Matachana France SA
476,1214,Patheon,Patheon Austria GmbH & CoKG
2339,3483,Seishin Enterprise,"Seishin Enterprise Co., Ltd"
22,3419,Berry Global,RPC Verpackungen Kutenholz GmbH
266,590,Neuland Laboratories,Neuland Laboratories Ltd - Unit 1
386,1011,Fagron,Fagron Checz a.s - Site Olomouc
22,3339,Berry Global,Promens Packaging GmbH
825,1682,Biesterfeld Gruppe,Biesterfeld Spezial Chemie Iberica SL
20,2773,Ashland,Ashland Industries France SAS
2204,3363,QPLAB Pharma Services,QPLab – Pharma Services Ltd
730,1580,Exeltis,Exeltis Germany GmbH
1505,2467,Wellpharma Pharmaceutical,Wellpharma Pharmaceutical Co. Ltd.
1550,2523,Jiuzhou Pharma,"Zhejiang Jiuzhou Pharmaceutical Co.,Ltd - Site 3"
1177,2102,Shouguang Fukang Pharmaceutical,"Shouguang Fukang Pharmaceutical Co.,Ltd."
2207,3378,Rampex Labs,Rampex Labs Pvt. Ltd - Unit 1
1025,1911,VBC Packaging,"VBC Van Blarcom Closures, Inc"
21,51,Teva API,Sicor SRL - Site Rho
513,3767,Sensient Pharma,Sensient Technologies Pty Ltd
1227,2156,H2-Pharma,H2-Pharma LLC - Site Montgomery
726,1576,EL Pharma,Evropa Lek Pharma d.o.o
256,515,Becton Dickinson,Becton Dickinson - Site San Agustin de Guadalix
270,643,Xellia Pharmaceuticals,"Xellia Pharmaceuticals Co., Ltd. - Site Taizhou"
2637,3862,Tuteur,Tuteur Group
1245,2162,Cloverty,"HC Clover, PS S.L. - Aplicaps"
627,1468,Air Products,Air Products France
286,701,Siegfried,"Siegfried USA, Inc"
123,270,Eurofins,Eurofins Analytics & Services Austria GmbH
1367,2305,Ningxia Jiafeng Chemicals,"Ningxia Jiafeng Chemicals Co.,Ltd"
150,2907,Seqens,SEQENS Germany - Site Lahr
282,685,Sterling Pharma Solutions,Sterling Pharma Solutions Limited - Site Cramlington
291,733,Recordati,Recordati Rare Diseases SARL
1866,2945,RD Plastics,Dijkstra Plastics B.V.
816,1672,Belupo Pharmaceuticals,Belupo Pharmaceuticals and Cosmetics Inc.
251,478,Aarti Drugs Limited,Aarti Drugs Limited - Plot Nr. 21
123,259,Eurofins,Eurofins Pharma Quality Control les Ulis
336,3696,bioMérieux,Biomérieux Australia
91,195,LabAnalysis Group,LabAnalysis Life Science S.r.l.
982,1855,Apeloa Pharmaceutical,Shandong Apeloa Tospo Pharmaceutical Co. Ltd
1985,3091,Cencora ICS,Cencora ICS AmerisourceBergen
2075,3202,Material Analytischer Service,Material Analytischer Service (M.A.S…) GmbH
202,464,Teva FDF,Actavis Italy SpA
1036,1926,Unipox,Unipox S.A.
269,639,World Courier,World Courier México
2253,3374,RAFARM,RAFARM S.A.
117,252,MSN Laboratories,MSN Organics Private Limited
54,939,Cipla,"Cipla Limited - Plot 285,286,287"
566,1397,Unilabchem,Zen Chemicals Pvt Ltd - Unit 6
701,1552,Ernest Jackson,Ernest Jackson & Co Ltd.
2034,3145,JUNG Gummitechnik,JUNG Gummitechnik GmbH
1591,2598,Muhr & Söhne,Muhr & Söhne GmbH & Co. KG
2460,3812,Smurfit Westrock,Smurfit WestRock Inc - Site Farmingdale
1042,1968,Unither Pharma,Laboratoire Unither - Site Amiens Cedex
351,917,Air Liquide,"Air Liquide España, S.A."
2466,3588,Strem Chemicals,Strem USA Inc - Site Newburyport
298,765,Manfred Schägner,Manfred Schägner GmbH
1726,2774,AT Pharma,AT Pharma S.p.A.
427,1121,Klinikum Der Universität München,Klinikum Der Universität München
678,1529,EirGenix,EirGenix Inc.
472,1207,Orion,Orion Oyj - Kuopio site
