qf_supplier_id,qf_supplier_site_id,qf_supplier_name,qf_supplier_site_name,qf_supplier_site_valid_audit_count,qf_supplier_site_has_valid_audit,qf_supplier_site_audited_quality_types,qf_supplier_site_first_audit_booked,qf_supplier_site_last_expiration,qf_supplier_site_audited_requested_api,qf_supplier_site_audited_requested_product,qf_is_audit_valid
461,1184,NeutroPlast,NeutroPlast - Site Sobral de Monte Agraço,2,true,"GMP_MED_DEV, GMP_PACKAGING",2023-05-08,2026-11-30,,vg body applicator comp.18 hdpe bn w/pl8,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,"dienogest, methylprednisolone hemisuccinate, prednicarbate, mometasone furoate anhydrous,drospirenone",false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,triamcinolone acetonide micro,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,micronized budesonide,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,dexamethasone,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,prednisolone dihydrogen phosphate -disodium,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,hydroquinone,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,"gestodene, nomegestrol acétate , cyproterone acétate",true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,"betamethasone dipropionate, dexamethasone sodium phosphate",true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,budesonide,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,methylprednisolone sodium succinate,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,fluticasone propionate,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,," betamethasone dipropionate,dexamethasone sodium phosphate",false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,prednisolone,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,tibolone ph. eur.,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,prednisolone sodium phosphate,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,tibolon ph. eur.,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,hydrocortisone hemisuccinate,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,triancinolona acetonida micronizada,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,dienogest,true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,"hydrocortisone hydrogen succinate, methylprednisolone hydrogen succinate (inj. grade), mometasone furoate",true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,betamethasone base,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,"triamcinolone acetonide, micronized",true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,dexamethasone sodium phosphate,false
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,"dienogest, methylprednisolone hemisuccinate, prednicarbate, mometasone furoate anhydrous",true
462,1185,Newchem,Newchem SpA - Site Verona,1,true,GMP_API,2022-04-05,2025-10-04,,prednisolone métasulfobenzoate sodique,false
462,1186,Newchem,Newchem SpA - Site Pavia,1,true,GMP_API,2024-10-10,2028-10-07,,tibolone ph. eur.,true
462,1186,Newchem,Newchem SpA - Site Pavia,1,true,GMP_API,2024-10-10,2028-10-07,,"dienogest, methylprednisolone hemisuccinate, prednicarbate, mometasone furoate anhydrous,drospirenone",false
462,1186,Newchem,Newchem SpA - Site Pavia,1,true,GMP_API,2024-10-10,2028-10-07,,dienogest,true
462,1186,Newchem,Newchem SpA - Site Pavia,1,true,GMP_API,2024-10-10,2028-10-07,,triamcinolone acetonide micro,true
462,1186,Newchem,Newchem SpA - Site Pavia,1,true,GMP_API,2024-10-10,2028-10-07,,bimatoprost,true
462,1186,Newchem,Newchem SpA - Site Pavia,1,true,GMP_API,2024-10-10,2028-10-07,," cyproterone acetate api, gestodene api, nomegestrol acetate api",true
463,1187,NextPharma,NextPharma GmbH - Site Bielefeld,1,true,GMP_FDF,2023-04-30,2026-06-28,,pharmaceutical parenteral finish product (general laboratory activities),true
463,1187,NextPharma,NextPharma GmbH - Site Bielefeld,1,true,GMP_FDF,2023-04-30,2026-06-28,,acemetacin 90 mg capsules retard,true
463,1188,NextPharma,NextPharma Logistics Austria GmbH,1,true,GDP_DISTRIBUTION,2024-07-10,2027-10-23,,"gdp activities, warehousing and distribution services of medicinal products (incl. specific handling of controlled drugs) and quality assurance",true
463,2860,NextPharma,Allphamed Pharbil Arzneimittel GmbH,1,true,GMP_FDF,2024-11-21,2028-02-18,,44004576 -- vibradox 100mg 100tab dk  44004390 -- vibradox 100mg 20tab dk,true
463,2978,NextPharma,PenCef Pharma GmbH,2,true,GMP_FDF,2020-09-10,2026-08-16,,mock audit/self inspection,true
463,2978,NextPharma,PenCef Pharma GmbH,2,true,GMP_FDF,2020-09-10,2026-08-16,,"amoxi-denk 500, tabletten amoxi-denk 1000, tabletten amoxiclav-denk 500/62,5, pulver amoxiclav-denk 1000/125, pulver",true
463,2978,NextPharma,PenCef Pharma GmbH,2,true,GMP_FDF,2020-09-10,2026-08-16,,"amoxi-denk 500 tablets,amoxi-denk 1000 tablets,amoxiclav-denk 500/62.5 powder,amoxiclav-denk 1000/125 powder",false
463,2991,NextPharma,Pharbil Waltrop GmbH,1,true,GMP_FDF,2024-06-05,2027-11-19,,noranelle (tablet),true
463,2991,NextPharma,Pharbil Waltrop GmbH,1,true,GMP_FDF,2024-06-05,2027-11-19,,primary and secondary packaging of highly active substances (hormones),true
463,2991,NextPharma,Pharbil Waltrop GmbH,1,true,GMP_FDF,2024-06-05,2027-11-19,,"scope extension: , hormone products: tablets, gel/cream, suppositories",true
463,2991,NextPharma,Pharbil Waltrop GmbH,1,true,GMP_FDF,2024-06-05,2027-11-19,,dolaut gel 40mg/g gel,false
463,2991,NextPharma,Pharbil Waltrop GmbH,1,true,GMP_FDF,2024-06-05,2027-11-19,,"ethinylestradiol/desogestrel 0.020mg/0.150mg, tablets ethinylestradiol/desogestrel 0.030mg/0.150mg, tablets ethinylestradiol/dienogest",true
463,2991,NextPharma,Pharbil Waltrop GmbH,1,true,GMP_FDF,2024-06-05,2027-11-19,,ethinylestradiol + levonorgestrel 0.02mg + 0.1mg tablets and megestrol 160mg tablets.,true
464,1189,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit 2,1,true,GMP_API,2024-02-19,2027-04-22,,m08022 nitroxynil,true
464,1190,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit W/142/C,1,true,GMP_API,2022-12-01,2026-12-13,,isometamidium chloride hcl,true
464,1190,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit W/142/C,1,true,GMP_API,2022-12-01,2026-12-13,,nitazoxanide,true
464,1191,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit 3,1,true,GMP_API,2023-10-02,2026-12-18,,diminazene diaceturate 4h2o,true
464,1191,NGL Fine Chem Limited,NGL Fine Chem Limited - Unit 3,1,true,GMP_API,2023-10-02,2026-12-18,,m08022 nitroxynil,false
464,4013,NGL Fine Chem Limited,NGL Fine Chem - Mumbai,,,,,,,flumethrin,false
464,4013,NGL Fine Chem Limited,NGL Fine Chem - Mumbai,,,,,,,toldimphos sodium ,false
465,1192,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 1,1,true,"GMP_API, GMP_FDF",2023-08-03,2026-10-07,,esomeprazole,false
465,1192,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 1,1,true,"GMP_API, GMP_FDF",2023-08-03,2026-10-07,,"pantoprazole sodium
 sesquihydrate",false
465,1192,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 1,1,true,"GMP_API, GMP_FDF",2023-08-03,2026-10-07,,"moxifloxacin hcl,sumatripan succinate",false
465,1192,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 1,1,true,"GMP_API, GMP_FDF",2023-08-03,2026-10-07,,duloxetine pellets 17%,true
465,1192,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 1,1,true,"GMP_API, GMP_FDF",2023-08-03,2026-10-07,,esomeprazole magnesium trihydrate micronized,true
465,1193,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 3,1,true,"GMP_API, GMP_FDF",2023-02-16,2026-10-18,,"""lansoprazol  pellet %8.5""",true
465,1193,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 3,1,true,"GMP_API, GMP_FDF",2023-02-16,2026-10-18,,omeprazole pellets,true
465,1193,Nosch Labs Private Ltd,Nosch Labs Private Ltd. - Unit 3,1,true,"GMP_API, GMP_FDF",2023-02-16,2026-10-18,, itraconazole pellets,true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,"pantoprazol, olanzapin",true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,extend scope: pantoprazole magnesium dihydrate,true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,moxifloxacin hci,true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,itraconazol,true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,moxifloxacin (intermediate),false
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,omeprazole sodium,true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,"sibutramine hydrochloride, olanzapine",true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,"sibutramine,pantoprazole",false
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,"prodeconium
 bromide",false
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,"quetiapine fumarate, rizatriptan benzoate, rosuvastatin calcium",true
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2,1,true,GMP_API,2023-08-03,2026-10-05,,rosuvastatin calcium,true
465,1195,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 4,1,true,GMP_API,2023-08-29,2026-10-17,,omeprazole sodium,true
465,1195,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 4,1,true,GMP_API,2023-08-29,2026-10-17,,pantoprazole,false
465,1195,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 4,1,true,GMP_API,2023-08-29,2026-10-17,,pantoprazol sodyum,false
465,1195,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 4,1,true,GMP_API,2023-08-29,2026-10-17,,"lansoprazole ep, itraconazole ph. eur.",true
465,1195,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 4,1,true,GMP_API,2023-08-29,2026-10-17,,esomeprazole sodium,true
466,1196,Nouryon Chemicals,Nouryon Chemicals Netherlands - Site Herkenbosch,,,,,,,edta dissodico dih. usp.,false
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,benzoyl peroxide,true
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,dibenzoil peroxide,true
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,perkadox,false
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,perkadox® l-dfg,false
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,benzoyl peroxide usp,false
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,perkadox l-dfg (hydrous benzoyl peroxide),true
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,"follow up audit: perkadox l-dfg, perkadox l-dfg , bpo perkadox l dfg, dibenzoil peroxide",true
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,bpo perkadox l dfg,true
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,"perkadox l-dfg, perkadox l-dfg , bpo perkadox l dfg, dibenzoil peroxide, benzoyl peroxide, perkadox l-dfg (hydrous benzoyl peroxide), perkadox l-dfg ",false
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,perkadox bpo,false
466,1197,Nouryon Chemicals,Nouryon Chemicals Mexico S.A. de C.V. - Site Los Reyes La Paz,2,true,GMP_API,2019-06-13,2025-08-15,,perkadox l-dfg ,true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,natriumhydroxid pellets ep/usp-nf (8993962),true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"kromasil bulk  13 um 100a, c8 phase",false
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,potassium hydroxide,true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"potassium hydroxyde pellet ep & usp & jp , sodium hydroxide, (nf/ep/usp/jp pellets)",true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"monochloroacetic acid,ethylenediamine",false
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"potassium hydroxide,sodium hydroxide",false
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"sodium hydroxide pellets, nf; sod hydroxide low aluminium gr",true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,sodium hydroxide pellets eka pharma/food grade,true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"kromasil products 100å hplc media, 10-13 µm, c4, c8, c18, phenyl or phehex “ (example: kromasil 100-13-c18)",true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,sodium hydroxide,true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,0-00170-00 hs sodium hydroxide ep,true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,sodium hydroxide pellets,true
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,sodium hydroxide drops,false
466,3331,Nouryon Chemicals,Nouryon Pulp and Performance Chemicals AB,3,true,"GMP_EXCIPIENTS, ISO_9001",2022-05-19,2028-10-07,,"sodium hydroxyde pellets, (nf/ep/usp/jp), potassium hydroxyde pellets (ep&usp&jp )",true
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol powder cep,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol ph. eur.,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol (cep 2002-214),false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol dc90 fine,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol ph.eur.,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol / acetaminophen powder grade ph.eur.,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol (#203-157-5),false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,, paracetamol/acetaminophen dc-90 fb,false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol (ph. eur monograph 0049),false
467,1198,Novacyl,"Novacyl Pharmaceutical China Co., Ltd.",,,,,,,paracetamol bp ,false
467,1199,Novacyl,Novacyl SAS,,,,,,,"api: salicilic acid crystalline powder, pharmaceutical grade",false
467,1199,Novacyl,Novacyl SAS,,,,,,,"salicylic acid,methyl salicylate",false
467,1199,Novacyl,Novacyl SAS,,,,,,,acido salicilico pharm pb,false
467,1199,Novacyl,Novacyl SAS,,,,,,,salicylic acid micronized,false
467,1199,Novacyl,Novacyl SAS,,,,,,,"methylsalicylat ph. eur.,salicylsäure ph.eur.",false
467,1199,Novacyl,Novacyl SAS,,,,,,,"api, salicylic acid",false
467,1199,Novacyl,Novacyl SAS,,,,,,,acide salicylique,false
467,1199,Novacyl,Novacyl SAS,,,,,,,tretinoin,false
467,1199,Novacyl,Novacyl SAS,,,,,,,ácido salicílico,false
467,1199,Novacyl,Novacyl SAS,,,,,,,"acide salicylique,methyl salicylate",false
467,1199,Novacyl,Novacyl SAS,,,,,,,"salicilic acid crystalline powder, pharmaceutical grade",false
467,1199,Novacyl,Novacyl SAS,,,,,,,salicylic acid,false
468,1200,NR Oils,NR Oils - Plot No 234,2,true,GMP_API,2021-01-29,2028-08-06,,"undecylenic acid, zinc undecylenate",true
468,1200,NR Oils,NR Oils - Plot No 234,2,true,GMP_API,2021-01-29,2028-08-06,,"zinci undecylenas, calcii undecylenas and acidum undecylenicum",false
468,1200,NR Oils,NR Oils - Plot No 234,2,true,GMP_API,2021-01-29,2028-08-06,,zinc undecylenate,true
468,1200,NR Oils,NR Oils - Plot No 234,2,true,GMP_API,2021-01-29,2028-08-06,,undecylenic acid,true
468,1200,NR Oils,NR Oils - Plot No 234,2,true,GMP_API,2021-01-29,2028-08-06,,undecylenic acid and zinc undecylenate,true
469,1201,OCASA Life Sciences,OCASA Argentina,1,true,GDP_DISTRIBUTION,2024-09-02,2027-10-30,,"warehousing, distribution, secondary packaging and returns",true
469,1202,OCASA Life Sciences,OCASA Chile,1,true,GDP_DISTRIBUTION,2024-09-18,2028-03-04,,"warehousing, distribution, secondary packaging and returns",true
470,1203,Stevanato Group,OMPI Pharmaceutical Mexico,,,,,,,tubglassvial,false
470,1203,Stevanato Group,OMPI Pharmaceutical Mexico,,,,,,,"production of containers from glass tubing for pharmaceutical and cosmetic use - vial, cartridges ampoules, syringes and special device",false
470,1204,Stevanato Group,OMPI Pharmaceutical Packing Technology Co LTD,1,true,GMP_PACKAGING,2025-03-25,2028-06-17,,glass vials,true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,vials ,true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,flacon verre,false
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,clear and amber glass vials type i,true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,primary packaging material: vials and ampoules,true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,vials type i (ready to sterilize),true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,"tubing glass bottles 6,5 ml",true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,glass vials,true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,, glass vials,true
470,2441,Stevanato Group,"Medical Glass, a.s.",2,true,GMP_PACKAGING,2022-10-03,2028-11-13,,tubeglassvials,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,," syringe ez-fill 1ml std, 25g 5/8 3b, rns 4800gs nest 100",false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"syringe ez-fill 1 ml std, 25 g 5/8” 3b + rns 4800gs; 7600006.6794 syringe ez-fill 1ml std, 25g 5/8 3b, rns 4800gs, ne100; 7600001.6794 syringe ez-fill 1ml std, 25g 5/8 3b, rns 4800gs nest 100; 7600005.5609 syringe ez-fill 1ml std, 25g 5/8"" 3b, ns 7028/55, nest100; 7600002.6383 syringe ez-fill 1ml std, 25g 5/8 3b, rns 4800gs, ne100; 7600007.6794",false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,vials,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"syringe ez-fill 1 ml std, 25 g 5/8” 3b + rns 4800gs",false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"p01b2530.1081- vial ez-fill vb 8ml 22x1x45 iso8362-1-a-8r ne48;  90000018833- ompi plunger backstop 0.5ml;  90000057208- plunger rod 1ml long, white, pp, bg;  90000027208- plunger rod 1ml long,translucent, pp borpure™ rj377mo;  76000245946- syringe ez-fill 1ml long, ovs 7025/65, ne100;  76000098533 - syringe ez-fill alba 0.5ml prt, itc fm480, eb, ne100;  76000765482 - syringe ez-fill fina 1ml long prt,27g 1/2 3b,rns4800gs,ne160;  76000175953-syringe ez-fill fina 2.25ml, ovs 7025/65, nest100; 76000037869 - syringe ez-fill fina 3ml, itc 7025/65, nest100",true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,cartridge,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,prefilled syringe,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,syringe&flakon,false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,syringe&vial,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"cartridges, vials, syringes",true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,clear glass vials type i,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,glass vials,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,vial ez-fill,false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,syringe & flakon,false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"""3010000268 minirin vial 3010000287 10 r vial clear 3010000281 cartridge for menopur pen project (menopur liquid), being implemented 3010000289 snap on iso vial 10 ml brown 3010000271 10r vial, klar, din iso 8362-1 ompi (supplier ms08776) firmagon 80mg 3010000287 10r vial, klar din iso 8362-1 ompi (supplier m10045)""",false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"glass syringes, cartriges, and vials",true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"vials, (ampoules)",true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,vial 6r ompi tipo i,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,vial ez-fill vb 4r; p02b2527.0983 ,false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"p01b2001.0482 - vial ez-fill vb 10ml 24x1x45, iso 8362-1-a-10r, tray usd ; p 130471002 - vial ez-fill vb 20ml 30x1,20x55, iso 8362-1-a-20r, tray usd;  r.p02b2000.0560 - vial ez-fill vt1 2r blanc w13 = sterile (tray)  r.05b2005.6492 - vial ez-fill fina vb 10ml 24x1x45 iso8362-1-b-10r tray usd p02b2548.0560 - vial ez-fill vb 3ml 16x1x35, iso 8362-1-a-2r, tray usd, p02b2548.0560",true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,tubglassvial,false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,"cartridge,plunger rod ",false
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,glass vial,true
470,3256,Stevanato Group,Nuova Ompi S.R.L.,2,true,"GMP_PACKAGING, GMP_FDF",2022-02-11,2028-06-11,,flacon verre,false
